id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
W02-0708,0.0,0.0,0.0,Balancing Expressiveness and Simplicity in an Interlingua for Task Based Dialogue,Balancing Expressiveness And Simplicity In An Interlingua For Task Based Dialogue,Balancing Expressiveness And Simplicity In An Interlingua For Task Based Dialogue,Balancing Expressiveness and Simplicity in an Interlingua for Task Based Dialogue
P13-1083,1.0,1.0,1.0,,,Part-of-Speech Induction in Dependency Trees for Statistical Machine Translation,Part-of-Speech Induction in Dependency Trees for Statistical Machine Translation
N12-1077,1.0,1.0,1.0,,,Measuring Word Relatedness Using Heterogeneous Vector Space Models,Measuring Word Relatedness Using Heterogeneous Vector Space Models
W05-1202,0.0,0.0,0.0,The Distributional Similarity of Sub-Parses,The Distributional Similarity Of Sub-Parses,The Distributional Similarity Of Sub-Parses,The Distributional Similarity of Sub-Parses
W09-3415,1.0,1.0,1.0,,,Part of Speech Tagging for Mongolian Corpus,Part of Speech Tagging for Mongolian Corpus
H91-1021,0.0,0.0,0.0,Augmented Role Filling Capabilities for Semantic Interpretation of Spoken Language,Augmented Role Filling Capabilities For Semantic Interpretation Of Spoken Language,Augmented Role Filling Capabilities For Semantic Interpretation Of Spoken Language,Augmented Role Filling Capabilities for Semantic Interpretation of Spoken Language
P94-1003,0.0,0.0,0.0,PRIORITY UNION AND GENERALIZATION IN DISCOURSE GRAMMARS,Priority Union And Generalization In Discourse Grammars,Priority Union And Generalization In Discourse Grammars,PRIORITY UNION AND GENERALIZATION IN DISCOURSE GRAMMARS
W06-1515,0.0,0.0,0.0,Constraint-based Computational Semantics: A Comparison between LTAG and LRS,Constraint-Based Computational Semantics: A Comparison Between LTAG And LRS,Constraint-Based Computational Semantics: A Comparison Between LTAG And LRS,Constraint-based Computational Semantics: A Comparison between LTAG and LRS
C10-1050,1.0,1.0,1.0,,,Hierarchical Phrase-based Machine Translation with Word-based Reordering Model,Hierarchical Phrase-based Machine Translation with Word-based Reordering Model
P09-1025,1.0,1.0,1.0,,,Learning to Tell Tales: A Data-driven Approach to Story Generation,Learning to Tell Tales: A Data-driven Approach to Story Generation
P06-2125,0.0,0.0,0.0,An HMM-Based Approach to Automatic Phrasing for Mandarin Text- to-Speech Synthesis,An HMM-Based Approach To Automatic Phrasing For Mandarin Text-To-Speech Synthesis,An HMM-Based Approach To Automatic Phrasing For Mandarin Text-To-Speech Synthesis,An HMM-Based Approach to Automatic Phrasing for Mandarin Text- to-Speech Synthesis
L08-1554,1.0,1.0,1.0,,,A Linguistic Resource for Discovering Event Structures and Resolving Event Coreference,A Linguistic Resource for Discovering Event Structures and Resolving Event Coreference
W08-0125,1.0,1.0,1.0,,,Modelling and Detecting Decisions in Multi-party Dialogue,Modelling and Detecting Decisions in Multi-party Dialogue
W03-0418,0.0,0.0,0.0,Identifying Events using Similarity and Context,Identifying Events Using Similarity And Context,Identifying Events Using Similarity And Context,Identifying Events using Similarity and Context
I05-1049,1.0,1.0,1.0,,,Relative Compositionality of Multi-word Expressions: A Study of Verb-Noun (V-N) Collocations,Relative Compositionality of Multi-word Expressions: A Study of Verb-Noun (V-N) Collocations
C10-1034,1.0,1.0,1.0,,,An Empirical Study on Learning to Rank of Tweets,An Empirical Study on Learning to Rank of Tweets
W07-2062,1.0,1.0,1.0,,,RTV: Tree Kernels for Thematic Role Classification,RTV: Tree Kernels for Thematic Role Classification
L08-1229,0.0,0.0,0.0,Bootstrapping Language Description: The case of Mpiemo (Bantu A, Central African Republic),Bootstrapping Language Description: the case of Mpiemo (Bantu A, Central African Republic),Bootstrapping Language Description: the case of Mpiemo (Bantu A, Central African Republic),Bootstrapping Language Description: The case of Mpiemo (Bantu A, Central African Republic)
D13-1035,0.0,0.0,0.0,Grounding Strategic Conversation: Using negotiation dialogues to predict trades in a win-lose game,Grounding Strategic Conversation: Using Negotiation Dialogues to Predict Trades in a Win-Lose Game,Grounding Strategic Conversation: Using Negotiation Dialogues to Predict Trades in a Win-Lose Game,Grounding Strategic Conversation: Using negotiation dialogues to predict trades in a win-lose game
W04-1313,0.0,0.0,0.0,Combining Utterance-Boundary and Predictability Approaches to Speech Segmentation,Combining Utterance-Boundary And Predictability Approaches To Speech Segmentation,Combining Utterance-Boundary And Predictability Approaches To Speech Segmentation,Combining Utterance-Boundary and Predictability Approaches to Speech Segmentation
W07-0720,0.0,0.0,0.0,Ngram-based statistical machine translation enhanced with multiple weighted reordering hypotheses,Ngram-Based Statistical Machine Translation Enhanced with Multiple Weighted Reordering Hypotheses,Ngram-Based Statistical Machine Translation Enhanced with Multiple Weighted Reordering Hypotheses,Ngram-based statistical machine translation enhanced with multiple weighted reordering hypotheses
P13-2013,1.0,1.0,1.0,,,Aggregated Word Pair Features for Implicit Discourse Relation Disambiguation,Aggregated Word Pair Features for Implicit Discourse Relation Disambiguation
W06-1627,0.0,0.0,0.0,Efficient Search for Inversion Transduction Grammar,Efficient Search For Inversion Transduction Grammar,Efficient Search For Inversion Transduction Grammar,Efficient Search for Inversion Transduction Grammar
W05-1302,0.0,0.0,0.0,Adaptive String Similarity Metrics for Biomedical Reference Resolution,Adaptive String Similarity Metrics For Biomedical Reference Resolution,Adaptive String Similarity Metrics For Biomedical Reference Resolution,Adaptive String Similarity Metrics for Biomedical Reference Resolution
W10-4332,1.0,1.0,1.0,,,Enhanced Monitoring Tools and Online Dialogue Optimisation Merged into a New Spoken Dialogue System Design Experience,Enhanced Monitoring Tools and Online Dialogue Optimisation Merged into a New Spoken Dialogue System Design Experience
W12-2402,1.0,1.0,1.0,,,Bootstrapping Biomedical Ontologies for Scientific Text using NELL,Bootstrapping Biomedical Ontologies for Scientific Text using NELL
W01-0714,1.0,1.0,1.0,,,Distributional Phrase Structure Induction,Distributional Phrase Structure Induction
L08-1159,1.0,1.0,1.0,,,Coding Emotional Events in Audiovisual Corpora,Coding Emotional Events in Audiovisual Corpora
W06-1521,0.0,0.0,0.0,Parsing TAG with Abstract Categorial Grammar,Parsing TAG With Abstract Categorial Grammar,Parsing TAG With Abstract Categorial Grammar,Parsing TAG with Abstract Categorial Grammar
W08-1605,1.0,1.0,1.0,,,Personalized, Interactive Question Answering on the Web,Personalized, Interactive Question Answering on the Web
C04-1196,0.0,0.0,0.0,Understanding Students' Explanations in Geometry Tutoring,Understanding Students' Explanations In Geometry Tutoring,Understanding Students' Explanations In Geometry Tutoring,Understanding Students' Explanations in Geometry Tutoring
P02-1064,0.0,0.0,0.0,An Empirical Study of Active Learning with Support Vector Machines for Japanese Word Segmentation,An Empirical Study Of Active Learning With Support Vector Machines ForJapanese Word Segmentation,An Empirical Study Of Active Learning With Support Vector Machines ForJapanese Word Segmentation,An Empirical Study of Active Learning with Support Vector Machines for Japanese Word Segmentation
D11-1048,1.0,1.0,1.0,,,A generative model for unsupervised discovery of relations and argument classes from clinical texts,A generative model for unsupervised discovery of relations and argument classes from clinical texts
W09-2506,1.0,1.0,1.0,,,Ranking Paraphrases in Context,Ranking Paraphrases in Context
C90-1019,0.0,0.0,0.0,Deep Sentence Understanding in a Restricted Domain*,Deep Sentence Understanding In A Restricted Domain,Deep Sentence Understanding In A Restricted Domain,Deep Sentence Understanding in a Restricted Domain*
S10-1050,1.0,1.0,1.0,,,ECNU: Effective Semantic Relations Classification without Complicated Features or Multiple External Corpora,ECNU: Effective Semantic Relations Classification without Complicated Features or Multiple External Corpora
W12-6209,1.0,1.0,1.0,,,Kleene, a Free and Open-Source Language for Finite-State Programming,Kleene, a Free and Open-Source Language for Finite-State Programming
H91-1028,0.0,0.0,0.0,FIELD TEST EVALUATIONS and OPTIMIZATION of SPEAKER INDEPENDENT SPEECH RECOGNITION for TELEPHONE APPLICATIONS,Field Test Evaluations And Optimization Of Speaker Independent Speech Recognition For Telephone Applications,Field Test Evaluations And Optimization Of Speaker Independent Speech Recognition For Telephone Applications,FIELD TEST EVALUATIONS and OPTIMIZATION of SPEAKER INDEPENDENT SPEECH RECOGNITION for TELEPHONE APPLICATIONS
W05-1517,0.0,0.0,0.0,Efficient extraction of grammatical relations,Efficient Extraction Of Grammatical Relations,Efficient Extraction Of Grammatical Relations,Efficient extraction of grammatical relations
E95-1031,0.0,0.0,0.0,A Robust Parser Based on Syntactic Information,A Robust Parser Based On Syntactic Information,A Robust Parser Based On Syntactic Information,A Robust Parser Based on Syntactic Information
W07-1705,1.0,1.0,1.0,,,Automatic Processing of Diabetic Patients' Hospital Documentation,Automatic Processing of Diabetic Patients' Hospital Documentation
P03-2031,0.0,0.0,0.0,Automatic Acquisition of Named Entity Tagged Corpus from World Wide Web,Automatic Acquisition Of Named Entity Tagged Corpus From World Wide Web,Automatic Acquisition Of Named Entity Tagged Corpus From World Wide Web,Automatic Acquisition of Named Entity Tagged Corpus from World Wide Web
W10-2910,1.0,1.0,1.0,,,Syntactic and Semantic Structure for Opinion Expression Detection,Syntactic and Semantic Structure for Opinion Expression Detection
P13-2151,1.0,1.0,1.0,,,Does Korean defeat phonotactic word segmentation?,Does Korean defeat phonotactic word segmentation?
S12-1087,1.0,1.0,1.0,,,UNIBA: Distributional Semantics for Textual Similarity,UNIBA: Distributional Semantics for Textual Similarity
W06-1504,0.0,0.0,0.0,The weak generative capacity of linear tree-adjoining grammars,The Weak Generative Capacity Of Linear Tree-Adjoining Grammars,The Weak Generative Capacity Of Linear Tree-Adjoining Grammars,The weak generative capacity of linear tree-adjoining grammars
W04-2113,0.0,0.0,0.0,Morphological Interfaces to Dictionaries,Morphological Interfaces To Dictionaries,Morphological Interfaces To Dictionaries,Morphological Interfaces to Dictionaries
P00-1065,0.0,0.0,0.0,Automatic Labeling of Semantic Roles,Automatic Labeling Of Semantic Roles,Automatic Labeling Of Semantic Roles,Automatic Labeling of Semantic Roles
W10-3105,1.0,1.0,1.0,,,Speculation and negation annotation in natural language texts: what the case of BioScope might (not) reveal,Speculation and negation annotation in natural language texts: what the case of BioScope might (not) reveal
P06-4016,0.0,0.0,0.0,TwicPen : Hand-held Scanner and Translation Software for non-Native Readers,TwicPen: Hand-Held Scanner And Translation Software For Non-Native Readers,TwicPen: Hand-Held Scanner And Translation Software For Non-Native Readers,TwicPen : Hand-held Scanner and Translation Software for non-Native Readers
P13-1134,1.0,1.0,1.0,,,FrameNet on the Way to Babel: Creating a Bilingual FrameNet Using Wiktionary as Interlingual Connection,FrameNet on the Way to Babel: Creating a Bilingual FrameNet Using Wiktionary as Interlingual Connection
W04-2807,0.0,0.0,0.0,Different Sense Granularities for Different Applications,Different Sense Granularities For Different Applications,Different Sense Granularities For Different Applications,Different Sense Granularities for Different Applications
W06-2911,0.0,0.0,0.0,Applying Alternating Structure Optimization to Word Sense Disambiguation,Applying Alternating Structure Optimization To Word Sense Disambiguation,Applying Alternating Structure Optimization To Word Sense Disambiguation,Applying Alternating Structure Optimization to Word Sense Disambiguation
H94-1068,0.0,0.0,0.0,vIicrophone Arrays and Neural Networks for Robust Speech Recognition,Microphone Arrays And Neural Networks For Robust Speech Recognition,Microphone Arrays And Neural Networks For Robust Speech Recognition,vIicrophone Arrays and Neural Networks for Robust Speech Recognition
W93-0114,0.0,0.0,0.0,CATEGORIZING AND STANDARDIZING PROPER NOUNS FOR EFFICIENT INFORMATION RETRIEVAL,Categorization And Standardizing Proper Nouns For Efficient Information Retrieval,Categorization And Standardizing Proper Nouns For Efficient Information Retrieval,CATEGORIZING AND STANDARDIZING PROPER NOUNS FOR EFFICIENT INFORMATION RETRIEVAL
P98-2151,1.0,1.0,1.0,,,Automatic Text Summarization Based on the Global Document Annotation,Automatic Text Summarization Based on the Global Document Annotation
N12-2006,1.0,1.0,1.0,,,Choosing an Evaluation Metric for Parser Design,Choosing an Evaluation Metric for Parser Design
W09-3953,1.0,1.0,1.0,,,Contrasting the Interaction Structure of an Email and a Telephone Corpus: A Machine Learning Approach to Annotation of Dialogue Function Units,Contrasting the Interaction Structure of an Email and a Telephone Corpus: A Machine Learning Approach to Annotation of Dialogue Function Units
L08-1502,0.0,0.0,0.0,Combining Multiple Models for Speech Information Retrieval,ALC: Alcohol Language Corpus,ALC: Alcohol Language Corpus,Combining Multiple Models for Speech Information Retrieval
C00-2098,0.0,0.0,0.0,A Context-Sensitive Model for Probabilistie LR Parsing of Spoken Language with Transformation-Based Postproeessing,A Context-Sensitive Model For Probabilistic LR Parsing Of Spoken Language With Transformation-Based Postprocessing,A Context-Sensitive Model For Probabilistic LR Parsing Of Spoken Language With Transformation-Based Postprocessing,A Context-Sensitive Model for Probabilistie LR Parsing of Spoken Language with Transformation-Based Postproeessing
P11-2061,1.0,1.0,1.0,,,Temporal Evaluation,Temporal Evaluation
W12-1620,1.0,1.0,1.0,,,A Mixed-Initiative Conversational Dialogue System for Healthcare,A Mixed-Initiative Conversational Dialogue System for Healthcare
P12-2042,1.0,1.0,1.0,,,Towards the Unsupervised Acquisition of Discourse Relations,Towards the Unsupervised Acquisition of Discourse Relations
D10-1019,1.0,1.0,1.0,,,Joint Training and Decoding Using Virtual Nodes for Cascaded Segmentation and Tagging Tasks,Joint Training and Decoding Using Virtual Nodes for Cascaded Segmentation and Tagging Tasks
E93-1027,0.0,0.0,0.0,Linguistic Knowledge Acquisition from Parsing Failures,Linguistic Knowledge Acquisition From Parsing Failures,Linguistic Knowledge Acquisition From Parsing Failures,Linguistic Knowledge Acquisition from Parsing Failures
W08-0707,0.0,0.0,0.0,Phonotactic Probability and the M¯ aori Passive: A Computational Approach,Phonotactic Probability and the Maori Passive: A Computational Approach,Phonotactic Probability and the Maori Passive: A Computational Approach,Phonotactic Probability and the M¯ aori Passive: A Computational Approach
W97-0121,0.0,0.0,0.0,Collocation Lattices and Maximum Entropy Models,Collocation Lattices And Maximum Entropy Models,Collocation Lattices And Maximum Entropy Models,Collocation Lattices and Maximum Entropy Models
J07-4003,1.0,1.0,1.0,,,Weighted and Probabilistic Context-Free Grammars Are Equally Expressive,Weighted and Probabilistic Context-Free Grammars Are Equally Expressive
W05-0807,0.0,0.0,0.0,Induction of Fine-grained Part-of-speech Taggers via Classifier Combination and Crosslingual Projection,Induction Of Fine-Grained Part-Of-Speech Taggers Via Classifier Combination And Crosslingual Projection,Induction Of Fine-Grained Part-Of-Speech Taggers Via Classifier Combination And Crosslingual Projection,Induction of Fine-grained Part-of-speech Taggers via Classifier Combination and Crosslingual Projection
W04-2008,0.0,0.0,0.0,An Algorithm for Open Text Semantic Parsing,An Algorithm For Open Text Semantic Parsing,An Algorithm For Open Text Semantic Parsing,An Algorithm for Open Text Semantic Parsing
P06-1013,0.0,0.0,0.0,Ensemble Methods for Unsupervised WSD,Ensemble Methods For Unsupervised WSD,Ensemble Methods For Unsupervised WSD,Ensemble Methods for Unsupervised WSD
P01-1061,0.0,0.0,0.0,Computational properties of environment-based disambiguation,Computational Properties Of Environment-Based Disambiguation,Computational Properties Of Environment-Based Disambiguation,Computational properties of environment-based disambiguation
N13-2004,1.0,1.0,1.0,,,A Rule-based Approach for Karmina Generation,A Rule-based Approach for Karmina Generation
E12-2014,1.0,1.0,1.0,,,A Support Platform for Event Detection using Social Intelligence,A Support Platform for Event Detection using Social Intelligence
W08-0614,1.0,1.0,1.0,,,A Pilot Annotation to Investigate Discourse Connectivity in Biomedical Text,A Pilot Annotation to Investigate Discourse Connectivity in Biomedical Text
P12-1045,1.0,1.0,1.0,,,Fast Online Lexicon Learning for Grounded Language Acquisition,Fast Online Lexicon Learning for Grounded Language Acquisition
C08-1060,1.0,1.0,1.0,,,Reading the Markets: Forecasting Public Opinion of Political Candidates by News Analysis,Reading the Markets: Forecasting Public Opinion of Political Candidates by News Analysis
L08-1493,1.0,1.0,1.0,,,Building Mobile Spoken Dialogue Applications Using Regulus,Building Mobile Spoken Dialogue Applications Using Regulus
W10-3604,1.0,1.0,1.0,,,A Paradigm-Based Finite State Morphological Analyzer for Marathi,A Paradigm-Based Finite State Morphological Analyzer for Marathi
W04-1310,0.0,0.0,0.0,On a possible role for pronouns in the acquisition of verbs,On A Possible Role For Pronouns In The Acquisition Of Verbs,On A Possible Role For Pronouns In The Acquisition Of Verbs,On a possible role for pronouns in the acquisition of verbs
P12-2003,1.0,1.0,1.0,,,A Comparison of Chinese Parsers for Stanford Dependencies,A Comparison of Chinese Parsers for Stanford Dependencies
L08-1113,1.0,1.0,1.0,,,Using Parsed Corpora for Estimating Stochastic Inversion Transduction Grammars,Using Parsed Corpora for Estimating Stochastic Inversion Transduction Grammars
W97-0314,0.0,0.0,0.0,Inducing Terminology for Lexical Acquisition,Inducing Terminology For Lexical Acquisition,Inducing Terminology For Lexical Acquisition,Inducing Terminology for Lexical Acquisition
L08-1474,1.0,1.0,1.0,,,A Real-World Emotional Speech Corpus for Modern Greek,A Real-World Emotional Speech Corpus for Modern Greek
P13-4022,0.0,0.0,0.0,Fluid Construction Grammar for Historical and Evolutionary Linguistics VUB AI Lab,Fluid Construction Grammar for Historical and Evolutionary Linguistics,Fluid Construction Grammar for Historical and Evolutionary Linguistics,Fluid Construction Grammar for Historical and Evolutionary Linguistics VUB AI Lab
P12-2024,1.0,1.0,1.0,,,Detecting Semantic Equivalence and Information Disparity in Cross-lingual Documents,Detecting Semantic Equivalence and Information Disparity in Cross-lingual Documents
W10-1826,1.0,1.0,1.0,,,From Descriptive Annotation to Grammar Specification,From Descriptive Annotation to Grammar Specification
P83-1006,0.0,0.0,0.0,A Modal Temporal Logic for Reasoning about Change,A Modal Temporal Logic For Reasoning About Change,A Modal Temporal Logic For Reasoning About Change,A Modal Temporal Logic for Reasoning about Change
W05-1008,0.0,0.0,0.0,Bootstrapping Deep Lexical Resources: Resources for Courses,Bootstrapping Deep Lexical Resources: Resources For Courses,Bootstrapping Deep Lexical Resources: Resources For Courses,Bootstrapping Deep Lexical Resources: Resources for Courses
P08-3004,1.0,1.0,1.0,,,Combining Source and Target Language Information for Name Tagging of Machine Translation Output,Combining Source and Target Language Information for Name Tagging of Machine Translation Output
H01-1038,0.0,0.0,0.0,Integrated Feasibility Experiment for Bio-Security: IFE-Bio A TIDES Demonstration,Integrated Feasibility Experiment For Bio-Security: IFE-Bio, A TIDES Demonstration,Integrated Feasibility Experiment For Bio-Security: IFE-Bio, A TIDES Demonstration,Integrated Feasibility Experiment for Bio-Security: IFE-Bio A TIDES Demonstration
S13-2009,1.0,1.0,1.0,,,ManTIME: Temporal expression identification and normalization in the TempEval-3 challenge,ManTIME: Temporal expression identification and normalization in the TempEval-3 challenge
P03-1010,0.0,0.0,0.0,Reliable Measures for Aligning Japanese-English News Articles and Sentences,Reliable Measures For Aligning Japanese-English News Articles And Sentences,Reliable Measures For Aligning Japanese-English News Articles And Sentences,Reliable Measures for Aligning Japanese-English News Articles and Sentences
S13-2087,1.0,1.0,1.0,,,sielers : Feature Analysis and Polarity Classification of Expressions from Twitter and SMS Data,sielers : Feature Analysis and Polarity Classification of Expressions from Twitter and SMS Data
W07-1409,1.0,1.0,1.0,,,On the Role of Lexical and World Knowledge in RTE3,On the Role of Lexical and World Knowledge in RTE3
