id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
W02-1906,1.0,1.0,1.0,,,llopis|vicedo|ferrandez,llopis|vicedo|ferrandez
D07-1063,1.0,1.0,1.0,,,tamura|takamura|okumura,tamura|takamura|okumura
P08-1035,1.0,1.0,1.0,,,nomoto,nomoto
S10-1097,1.0,1.0,1.0,,,pak|paroubek,pak|paroubek
P06-2041,1.0,1.0,1.0,,,hall|nivre|nilsson,hall|nivre|nilsson
C02-1066,1.0,1.0,1.0,,,jaeger|francez|wintner,jaeger|francez|wintner
E89-1007,1.0,1.0,1.0,,,ritchie,ritchie
W11-2037,1.0,1.0,1.0,,,artstein,artstein
P10-1050,1.0,1.0,1.0,,,kaji|fujiwara|yoshinaga|kitsuregawa,kaji|fujiwara|yoshinaga|kitsuregawa
W02-0708,0.8888888888888888,1.0,0.9411764705882353,wallace,,levin|gates|pianta|cattoni|mana|peterson|lavie|pianesi,levin|gates|wallace|peterson|lavie|pianesi|pianta|cattoni|mana
P13-1083,1.0,1.0,1.0,,,tamura|watanabe|sumita|takamura|okumura,tamura|watanabe|sumita|takamura|okumura
N12-1077,1.0,1.0,1.0,,,yih|qazvinian,yih|qazvinian
W05-1202,1.0,1.0,1.0,,,weeds|weir|keller,weeds|weir|keller
W09-3415,1.0,1.0,1.0,,,jaimai|chimeddorj,jaimai|chimeddorj
H91-1021,1.0,1.0,1.0,,,norton|linebarger|dahl|nguyen,norton|linebarger|dahl|nguyen
P94-1003,1.0,1.0,1.0,,,grover|brew|manandhar|moens,grover|brew|manandhar|moens
W06-1515,1.0,1.0,1.0,,,kallmeyer|richter,kallmeyer|richter
C10-1050,1.0,1.0,1.0,,,hayashi|tsukada|sudoh|duh|yamamoto,hayashi|tsukada|sudoh|duh|yamamoto
P09-1025,1.0,1.0,1.0,,,mcintyre|lapata,mcintyre|lapata
P06-2125,1.0,1.0,1.0,,,zhu|li,zhu|li
L08-1554,0.6666666666666666,1.0,0.8,cosmin,,bejan|harabagiu,cosmin|bejan|harabagiu
W08-0125,1.0,1.0,1.0,,,fernandez|frampton|ehlen|purver|peters,fernandez|frampton|ehlen|purver|peters
W03-0418,1.0,1.0,1.0,,,jones|thompson,jones|thompson
I05-1049,1.0,1.0,1.0,,,venkatapathy|joshi,venkatapathy|joshi
C10-1034,1.0,1.0,1.0,,,duan|jiang|qin|zhou|shum,duan|jiang|qin|zhou|shum
W07-2062,1.0,1.0,1.0,,,pighin|moschitti|basili,pighin|moschitti|basili
L08-1229,1.0,1.0,1.0,,,hammarstrom|thornell|petzell|westerlund,hammarstrom|thornell|petzell|westerlund
D13-1035,1.0,1.0,1.0,,,cadilhac|asher|benamara|lascarides,cadilhac|asher|benamara|lascarides
W04-1313,1.0,1.0,1.0,,,xanthos,xanthos
W07-0720,0.5714285714285714,0.5,0.5333333333333333,mari|banchs|costa-juss,costa jussa|banches|marino|r,costa jussa|crego|lambert|khalilov|fonollosa|r|marino|banches,costa-juss|crego|lambert|khalilov|fonollosa|mari|banchs
P13-2013,1.0,1.0,1.0,,,biran|mckeown,biran|mckeown
W06-1627,1.0,1.0,1.0,,,zhang|gildea,zhang|gildea
W05-1302,0.6666666666666666,0.6666666666666666,0.6666666666666666,casta,castano,wellner|castano|pustejovsky,wellner|casta|pustejovsky
W10-4332,1.0,1.0,1.0,,,putois|laroche|bretier,putois|laroche|bretier
W12-2402,0.0,0.0,0.0,movshovitz-attias|cohen,movshovitz attias|w cohen,movshovitz attias|w cohen,movshovitz-attias|cohen
W01-0714,1.0,1.0,1.0,,,klein|manning,klein|manning
L08-1159,1.0,1.0,1.0,,,devillers|martin,devillers|martin
W06-1521,1.0,1.0,1.0,,,salvati,salvati
W08-1605,1.0,1.0,1.0,,,quarteroni,quarteroni
C04-1196,1.0,1.0,1.0,,,popescu|aleven|koedinger,popescu|aleven|koedinger
P02-1064,1.0,1.0,1.0,,,sassano,sassano
D11-1048,1.0,1.0,1.0,,,rink|harabagiu,rink|harabagiu
W09-2506,1.0,1.0,1.0,,,thater|dinu|pinkal,thater|dinu|pinkal
C90-1019,1.0,1.0,1.0,,,zweigenbaum|cavazza,zweigenbaum|cavazza
S10-1050,1.0,1.0,1.0,,,chen|lan|su|zhou|xu,chen|lan|su|zhou|xu
W12-6209,1.0,1.0,1.0,,,beesley,beesley
H91-1028,0.5,0.5,0.5,gnoulet,gagnoulet,gagnoulet|sorin,gnoulet|sorin
W05-1517,1.0,1.0,1.0,,,watson|carroll|briscoe,watson|carroll|briscoe
E95-1031,0.6,0.75,0.6666666666666665,joo|cheol,lee,lee|kweon|seo|kim,joo|cheol|kweon|seo|kim
W07-1705,1.0,1.0,1.0,,,marciniak|mykowiecka,marciniak|mykowiecka
P03-2031,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,an|lee|lee,an|lee|lee
W10-2910,1.0,1.0,1.0,,,johansson|moschitti,johansson|moschitti
P13-2151,1.0,1.0,1.0,,,daland|zuraw,daland|zuraw
S12-1087,1.0,1.0,1.0,,,caputo|basile|semeraro,caputo|basile|semeraro
W06-1504,1.0,1.0,1.0,,,chiang,chiang
W04-2113,1.0,1.0,1.0,,,maxwell|poser,maxwell|poser
P00-1065,1.0,1.0,1.0,,,gildea|jurafsky,gildea|jurafsky
W10-3105,1.0,1.0,1.0,,,vincze,vincze
P06-4016,1.0,1.0,1.0,,,wehrli,wehrli
P13-1134,1.0,1.0,1.0,,,hartmann|gurevych,hartmann|gurevych
W04-2807,0.6666666666666666,0.6666666666666666,0.6666666666666666,babko-malaya,babko malaya,palmer|babko malaya|dang,palmer|babko-malaya|dang
W06-2911,0.0,0.0,0.0,kubota|,ando,ando,kubota|
H94-1068,1.0,1.0,1.0,,,che|lin|pearson|de vries|flanagan,che|lin|pearson|de vries|flanagan
W93-0114,1.0,1.0,1.0,,,paik|liddy|yu|mckenna,paik|liddy|yu|mckenna
P98-2151,1.0,1.0,1.0,,,nagao|hasida,nagao|hasida
N12-2006,1.0,1.0,1.0,,,packard,packard
W09-3953,1.0,1.0,1.0,,,hu|passonneau|rambow,hu|passonneau|rambow
L08-1502,0.0,0.0,0.0,alzghool|inkpen,schiel|heinrich|barfusser|gilg,schiel|heinrich|barfusser|gilg,alzghool|inkpen
C00-2098,1.0,1.0,1.0,,,ruland,ruland
P11-2061,1.0,1.0,1.0,,,uzzaman|allen,uzzaman|allen
W12-1620,1.0,1.0,1.0,,,morbini|forbell|devault|sagae|traum|rizzo,morbini|forbell|devault|sagae|traum|rizzo
P12-2042,1.0,1.0,1.0,,,chiarcos,chiarcos
D10-1019,1.0,1.0,1.0,,,qian|zhang|zhou|huang|wu,qian|zhang|zhou|huang|wu
E93-1027,1.0,1.0,1.0,,,kiyono|tsujii,kiyono|tsujii
W08-0707,0.0,0.0,0.0,oiwi|jones,parker jones,parker jones,oiwi|jones
W97-0121,0.5,1.0,0.6666666666666666,finch,,mikheev,mikheev|finch
J07-4003,1.0,1.0,1.0,,,smith|johnson,smith|johnson
W05-0807,1.0,1.0,1.0,,,drabek|yarowsky,drabek|yarowsky
W04-2008,1.0,1.0,1.0,,,shi|mihalcea,shi|mihalcea
P06-1013,1.0,1.0,1.0,,,brody|navigli|lapata,brody|navigli|lapata
P01-1061,1.0,1.0,1.0,,,schuler,schuler
N13-2004,0.0,0.0,0.0,jiao,franky,franky,jiao
E12-2014,1.0,1.0,1.0,,,baldwin|cook|han|harwood|karunasekera|moshtaghi,baldwin|cook|han|harwood|karunasekera|moshtaghi
W08-0614,1.0,1.0,1.0,,,yu|frid|mcroy|prasad|lee|joshi,yu|frid|mcroy|prasad|lee|joshi
P12-1045,1.0,1.0,1.0,,,chen,chen
C08-1060,1.0,1.0,1.0,,,lerman|gilder|dredze|pereira,lerman|gilder|dredze|pereira
L08-1493,1.0,1.0,1.0,,,tsourakis|georgescul|bouillon|rayner,tsourakis|georgescul|bouillon|rayner
W10-3604,1.0,1.0,1.0,,,bapat|gune|bhattacharyya,bapat|gune|bhattacharyya
W04-1310,1.0,1.0,1.0,,,laakso|smith,laakso|smith
P12-2003,1.0,1.0,1.0,,,che|spitkovsky|liu,che|spitkovsky|liu
L08-1113,0.5,0.5,0.5,sanchis-trilles,sanchis,sanchis|sanchez,sanchis-trilles|sanchez
W97-0314,0.6666666666666666,0.6666666666666666,0.6666666666666666,de rossi,rossi,basili|rossi|pazienza,basili|de rossi|pazienza
L08-1474,1.0,1.0,1.0,,,kostoulas|ganchev|mporas|fakotakis,kostoulas|ganchev|mporas|fakotakis
P13-4022,0.75,0.75,0.75,van trijp,trijp,wellens|trijp|beuls|steels,wellens|van trijp|beuls|steels
P12-2024,0.75,1.0,0.8571428571428571,kessler,,mehdad|negri|federico,mehdad|negri|federico|kessler
W10-1826,1.0,1.0,1.0,,,hellan,hellan
P83-1006,1.0,1.0,1.0,,,mays,mays
W05-1008,1.0,1.0,1.0,,,baldwin,baldwin
P08-3004,1.0,1.0,1.0,,,liao,liao
H01-1038,0.9473684210526315,0.9473684210526315,0.9473684210526315,nunan,nunam,hirschman|concepcion|damianos|day|delmore|ferro|griffith|henderson|kurtz|mani|mardis|mcentee|miller|nunam|ponte|reeder|wellner|wilson|yeh,hirschman|concepcion|damianos|day|delmore|ferro|griffith|henderson|kurtz|mani|mardis|mcentee|miller|nunan|ponte|reeder|wellner|wilson|yeh
S13-2009,1.0,1.0,1.0,,,filannino|brown|nenadic,filannino|brown|nenadic
P03-1010,1.0,1.0,1.0,,,utiyama|isahara,utiyama|isahara
S13-2087,1.0,1.0,1.0,,,jain|mogadala|varma,jain|mogadala|varma
W07-1409,1.0,1.0,1.0,,,clark|harrison|thompson|murray|hobbs|fellbaum,clark|murray|thompson|harrison|hobbs|fellbaum
W11-0612,1.0,1.0,1.0,,,nilsson|nivre,nilsson|nivre
P11-2112,1.0,1.0,1.0,,,suzuki|isozaki|nagata,suzuki|isozaki|nagata
D10-1031,1.0,1.0,1.0,,,blanco|moldovan,blanco|moldovan
W07-0312,1.0,1.0,1.0,,,hastie|craven|orr,hastie|craven|orr
S13-1020,0.5,0.6,0.5454545454545454,arquez|barron-cede no|lluis,barron cedeno|marquez,barron cedeno|marquez|fuentes|rodriguez|turmo,barron-cede no|lluis|arquez|fuentes|rodriguez|turmo
W10-3216,0.3333333333333333,0.5,0.4,misra|,sharma,begum|sharma,begum|misra|
J03-1006,1.0,1.0,1.0,,,nederhof,nederhof
C02-1014,1.0,1.0,1.0,,,diaz de ilarraza|mayor|sarasola,diaz de ilarraza|mayor|sarasola
N10-1144,1.0,1.0,1.0,,,siddharthan|katsos,siddharthan|katsos
W10-3803,0.6666666666666666,0.6666666666666666,0.6666666666666666,cngl,way,jiang|du|way,jiang|du|cngl
C02-2022,1.0,1.0,1.0,,,cahill|tiberius,cahill|tiberius
W10-1731,0.0,0.0,0.0,zamora-martinez|sanchis-trilles,zamora martinez|sanchis,zamora martinez|sanchis,zamora-martinez|sanchis-trilles
P01-1031,1.0,1.0,1.0,,,ginzburg|cooper,ginzburg|cooper
P10-2014,1.0,1.0,1.0,,,kato|matsubara,kato|matsubara
S12-1007,1.0,1.0,1.0,,,katrenko,katrenko
D13-1194,1.0,1.0,1.0,,,kessler|kuhn,kessler|kuhn
D09-1002,0.5,0.5,0.5,,furstenau,furstenau|lapata,|lapata
H91-1017,1.0,1.0,1.0,,,young,young
P11-4012,0.6,0.6,0.6,garcia-varea|ortiz-martinez,ortiz martinez|garcia varea,ortiz martinez|leiva|alabau|garcia varea|casacuberta,ortiz-martinez|leiva|alabau|garcia-varea|casacuberta
P10-1005,1.0,1.0,1.0,,,reiter|frank,reiter|frank
W09-1602,0.5,0.6666666666666666,0.5714285714285715,jui|hasegawa-johnson,hasegawa johnson,zhuang|huang|hasegawa johnson,zhuang|jui|huang|hasegawa-johnson
P07-1085,0.5,0.5,0.5,,,liu|liu,liu|liu
D12-1023,1.0,1.0,1.0,,,white|rajkumar,white|rajkumar
P13-1118,1.0,1.0,1.0,,,zeller|snajder|pado,zeller|snajder|pado
D13-1132,1.0,1.0,1.0,,,wang|zhao|wei|yan|li,wang|zhao|wei|yan|li
J06-2005,1.0,1.0,1.0,,,navigli,navigli
E93-1038,0.5,1.0,0.6666666666666666,grammaticamodellen,,van oostendorp,van oostendorp|grammaticamodellen
P07-1107,1.0,1.0,1.0,,,haghighi|klein,haghighi|klein
N09-2058,1.0,1.0,1.0,,,zhong|stent,zhong|stent
P10-1092,1.0,1.0,1.0,,,heinz,heinz
I05-1079,1.0,1.0,1.0,,,fujita|inui|matsumoto,fujita|inui|matsumoto
P84-1051,1.0,1.0,1.0,,,laurian,laurian
W10-4331,1.0,1.0,1.0,,,funakoshi|nakano|kobayashi|komatsu|yamada,funakoshi|nakano|kobayashi|komatsu|yamada
L08-1060,1.0,1.0,1.0,,,mohler|mihalcea,mohler|mihalcea
W10-4106,1.0,1.0,1.0,,,li|xu|yan,li|xu|yan
E89-1018,0.5,0.5,0.5,tieid,heid,heid|raab,tieid|raab
W04-1506,0.6666666666666666,0.6666666666666666,0.6666666666666666,diaz,diaz de ilarraza,aranzabe|arriola|diaz de ilarraza,aranzabe|arriola|diaz
P09-2033,1.0,1.0,1.0,,,zhang|wang|xue,zhang|wang|xue
W13-1732,1.0,1.0,1.0,,,lahiri|mihalcea,lahiri|mihalcea
W12-4302,1.0,1.0,1.0,,,sandor|de waard,sandor|de waard
N09-1001,1.0,1.0,1.0,,,su|markert,su|markert
N06-2032,1.0,1.0,1.0,,,rosenberg|hirschberg,rosenberg|hirschberg
C10-3009,1.0,1.0,1.0,,,bjorkelund|bohnet|hafdell|nugues,bjorkelund|bohnet|hafdell|nugues
H05-1113,1.0,1.0,1.0,,,venkatapathy|joshi,venkatapathy|joshi
W10-3306,0.75,0.75,0.75,,,choi|kim|shim|choi,choi|kim|shim|choi
C10-2151,1.0,1.0,1.0,,,wei|peng|tseng|lu|wang|dumoulin,wei|peng|tseng|lu|wang|dumoulin
W11-1415,0.0,0.0,0.0,van|lt,van oosten|hoste,van oosten|hoste,van|lt|lt
P05-1043,1.0,1.0,1.0,,,lin,lin
P00-1076,0.5,1.0,0.6666666666666666,khanh,,phan,phan|khanh
P98-2162,1.0,1.0,1.0,,,och|weber,och|weber
D08-1071,1.0,0.5,0.6666666666666666,,iii,daume|iii,daume
P06-2046,1.0,1.0,1.0,,,hashimoto|sato|utsuro,hashimoto|sato|utsuro
W05-1604,1.0,1.0,1.0,,,chambers,chambers
I08-1051,1.0,1.0,1.0,,,burchardt|pado|spohr|frank|heid,burchardt|pado|spohr|frank|heid
W13-2120,1.0,0.6666666666666666,0.8,,deemter,barr|deemter|fernandez,barr|fernandez
N07-1038,1.0,1.0,1.0,,,snyder|barzilay,snyder|barzilay
P11-1105,1.0,1.0,1.0,,,durrani|schmid|fraser,durrani|schmid|fraser
I08-1037,0.75,1.0,0.8571428571428571,richard,,wang|tsai|hsu,wang|richard|tsai|hsu
H01-1072,0.5,0.5,0.5,,kubler,kubler|hinrichs,|hinrichs
W08-1406,1.0,1.0,1.0,,,ribeiro|martins de matos,ribeiro|martins de matos
W11-0419,1.0,1.0,1.0,,,pustejovsky|stubbs,pustejovsky|stubbs
C65-1019,0.0,0.0,0.0,t|tt<><~ / '-_si,mey,mey,t|tt<><~ / '-_si
W12-2514,1.0,1.0,1.0,,,roque,roque
C08-1059,1.0,0.5,0.6666666666666666,,schutze,laws|schutze,laws
H05-1029,1.0,1.0,1.0,,,bohus|rudnicky,bohus|rudnicky
P89-1023,0.6666666666666666,1.0,0.8,mafia,,velardi|pazienza,velardi|mafia|pazienza
W12-3126,1.0,1.0,1.0,,,mehay|brew,mehay|brew
N06-4009,1.0,1.0,1.0,,,tribble|lambert|fahlman,tribble|lambert|fahlman
W04-2012,1.0,1.0,1.0,,,tonoike|utsuro|sato,tonoike|utsuro|sato
W13-2715,1.0,1.0,1.0,,,dannells|ranta|enache|damova|mateva,dannells|ranta|enache|damova|mateva
N09-1042,1.0,1.0,1.0,,,chen|branavan|barzilay|karger,chen|branavan|barzilay|karger
W05-0634,1.0,1.0,1.0,,,pradhan|hacioglu|ward|martin|jurafsky,pradhan|hacioglu|ward|martin|jurafsky
L08-1519,0.6666666666666666,0.6666666666666666,0.6666666666666666,adda-decker,adda decker,nemoto|vasilescu|adda decker,nemoto|vasilescu|adda-decker
W04-3103,0.75,1.0,0.8571428571428571,xin,,light|qiu|srinivasan,light|xin|qiu|srinivasan
W13-2217,1.0,1.0,1.0,,,green|cer|reschke|voigt|bauer|wang|silveira|neidert|manning,green|cer|reschke|voigt|bauer|wang|silveira|neidert|manning
P06-1014,1.0,1.0,1.0,,,navigli,navigli
J05-1005,1.0,1.0,1.0,,,gamallo|agustini|lopes,gamallo|agustini|lopes
W07-1607,1.0,1.0,1.0,,,de felice|pulman,de felice|pulman
D09-1128,1.0,1.0,1.0,,,huang|zeng|xu|celikyilmaz,huang|zeng|xu|celikyilmaz
E99-1034,1.0,1.0,1.0,,,picard,picard
W08-1208,1.0,1.0,1.0,,,volk|marek|samuelsson,volk|marek|samuelsson
W10-0909,0.8571428571428571,1.0,0.923076923076923,janardhan,,doppa|nasresfahani|sorower|dietterich|fern|tadepalli,janardhan|doppa|nasresfahani|sorower|dietterich|fern|tadepalli
W12-0707,0.3333333333333333,0.5,0.4,valerio|,miceli barone,miceli barone|attardi,valerio||attardi
H89-1043,1.0,1.0,1.0,,,moore|pereira|murveit,moore|pereira|murveit
C10-2103,1.0,1.0,1.0,,,nagata|nakatani,nagata|nakatani
W06-2903,1.0,1.0,1.0,,,petrov|barrett|klein,petrov|barrett|klein
W05-0835,1.0,1.0,1.0,,,vilar|vidal,vilar|vidal
P87-1026,1.0,1.0,1.0,,,besemer|jacobs,besemer|jacobs
W04-1401,1.0,1.0,1.0,,,yuste,yuste
P11-1116,1.0,1.0,1.0,,,zhang|shi|liu|sun|lin,zhang|shi|liu|sun|lin
S13-2111,0.5,0.3333333333333333,0.4,hofmann-apitius,bobic|hofmann apitius,bobic|fluck|hofmann apitius,fluck|hofmann-apitius
W05-0818,0.6666666666666666,0.6666666666666666,0.6666666666666666,nunes,das gracas volpe nunes,caseli|das gracas volpe nunes|forcada,caseli|nunes|forcada
W13-1011,1.0,1.0,1.0,,,kopotev|pivovarova|kochetkova|yangarber,kopotev|pivovarova|kochetkova|yangarber
W09-3105,1.0,1.0,1.0,,,zhang|fung,zhang|fung
S10-1018,0.5,0.5,0.5,sch,schutze,kobdani|schutze,kobdani|sch
W04-0808,0.6666666666666666,0.6666666666666666,0.6666666666666666,t|n,tatar|nastase,mihalcea|nastase|chklovski|tatar|tufis|hristea,mihalcea|n|chklovski|t|tufis|hristea
N09-3003,1.0,1.0,1.0,,,kirschner|bernardi,kirschner|bernardi
P09-2044,1.0,1.0,1.0,,,ganter|strube,ganter|strube
P08-1008,1.0,1.0,1.0,,,voorhees,voorhees
W10-4319,1.0,1.0,1.0,,,koulouri|lauria,koulouri|lauria
L08-1453,1.0,1.0,1.0,,,scheible,scheible
W06-1708,1.0,1.0,1.0,,,fossati|ghidoni|eugenio|cruz|xiao|subba,fossati|ghidoni|eugenio|cruz|xiao|subba
W12-3806,0.8,0.8,0.8000000000000002,ichi tsujii,tsujii,stenetorp|pyysalo|ohta|ananiadou|tsujii,stenetorp|pyysalo|ohta|ananiadou|ichi tsujii
P11-1054,1.0,1.0,1.0,,,chen|benson|naseem|barzilay,chen|benson|naseem|barzilay
P05-1059,1.0,1.0,1.0,,,zhang|gildea,zhang|gildea
W10-4321,1.0,1.0,1.0,,,georgila|wolters|moore,georgila|wolters|moore
P13-1123,1.0,1.0,1.0,,,dethlefs|hastie|cuayahuitl|lemon,dethlefs|hastie|cuayahuitl|lemon
P86-1018,1.0,1.0,1.0,,,markowitz|ahlswede|evens,markowitz|ahlswede|evens
W10-1718,0.9090909090909091,0.9090909090909091,0.9090909090909091,callison-burch,callison burch,li|callison burch|dyer|ganitkevitch|irvine|khudanpur|schwartz|thornton|wang|weese|zaidan,li|callison-burch|dyer|ganitkevitch|irvine|khudanpur|schwartz|thornton|wang|weese|zaidan
J13-2001,1.0,1.0,1.0,,,chen|zong|su,chen|zong|su
W12-6202,1.0,0.5,0.6666666666666666,,hulden,gerdemann|hulden,gerdemann
W02-1801,0.6666666666666666,0.6666666666666666,0.6666666666666666,baobao,chang,chang|danielsson|teubert,baobao|danielsson|teubert
C10-2114,0.3333333333333333,1.0,0.5,ro racai|academy,,popescu,popescu|ro racai|academy
H05-1081,0.75,0.75,0.75,arquez,marquez,marquez|surdeanu|comas|turmo,arquez|surdeanu|comas|turmo
W08-0901,1.0,1.0,1.0,,,dickinson|herring,dickinson|herring
W97-1503,1.0,1.0,1.0,,,ciravegna|lavelli|petrelli|pianesi,ciravegna|lavelli|petrelli|pianesi
A00-2038,1.0,1.0,1.0,,,kondrak,kondrak
E89-1030,1.0,1.0,1.0,,,pemberton,pemberton
P91-1015,1.0,1.0,1.0,,,van noord,van noord
W07-2206,1.0,1.0,1.0,,,djordjevic|curran|clark,djordjevic|curran|clark
I08-7016,1.0,1.0,1.0,,,jaimai|chimeddorj,jaimai|chimeddorj
W00-0107,1.0,1.0,1.0,,,pollard|biermann,pollard|biermann
W10-3601,1.0,1.0,1.0,,,abate|besacier|seng,abate|besacier|seng
P96-1049,0.0,0.0,0.0,fosler,fosler lussier,fosler lussier,fosler
N13-1111,1.0,1.0,1.0,,,hou|markert|strube,hou|markert|strube
P13-1092,0.5,1.0,0.6666666666666666,way,,poon,poon|way
H89-2034,1.0,1.0,1.0,,,kubala|schwartz|barry,kubala|schwartz|barry
W04-0817,1.0,1.0,1.0,,,baldewein|erk|pado|prescher,baldewein|erk|pado|prescher
L08-1406,1.0,1.0,1.0,,,biemann|quasthoff|heyer|holz,biemann|quasthoff|heyer|holz
W09-2603,1.0,1.0,1.0,,,gurevich|waterman,gurevich|waterman
P96-1028,1.0,1.0,1.0,,,robin,robin
P02-1053,1.0,1.0,1.0,,,turney,turney
D13-1154,1.0,1.0,1.0,,,søgaard|martinez|elming|johannsen,søgaard|martinez|elming|johannsen
E06-2024,1.0,1.0,1.0,,,branco|silva,branco|silva
C02-1157,1.0,1.0,1.0,,,mori,mori
W13-2412,1.0,1.0,1.0,,,tkachenko|petmanson|laur,tkachenko|petmanson|laur
P13-1102,1.0,1.0,1.0,,,cohen|johnson,cohen|johnson
W13-1613,-1,0.0,-1,,gutierrez|munoz|gonzalez|fernandez|montoyo,gutierrez|gonzalez|fernandez|montoyo|munoz,
N13-2001,0.0,0.0,0.0,ili´olen,holen,holen,ili´olen
P13-1004,1.0,1.0,1.0,,,cohn|specia,cohn|specia
W10-1753,1.0,1.0,1.0,,,he|du|way|van genabith,he|du|way|van genabith
W11-1207,0.3333333333333333,0.3333333333333333,0.3333333333333333,gahbiche-brahamhei|,gahbiche braham|bonneau maynard,gahbiche braham|bonneau maynard|yvon,gahbiche-brahamhei||yvon
W06-3604,-1,0.0,-1,,van den bosch,van den bosch,
C10-1045,1.0,1.0,1.0,,,green|manning,green|manning
D08-1030,1.0,1.0,1.0,,,benajiba|diab|rosso,benajiba|diab|rosso
D12-1041,1.0,1.0,1.0,,,duan|li|zhou,duan|li|zhou
W09-3206,0.8333333333333334,1.0,0.9090909090909091,taldea,,yeh|ramage|manning|agirre|soroa,yeh|ramage|manning|agirre|soroa|taldea
W11-1725,-1,0.0,-1,,toader|corici|boros|cristea|trandabat|perez|ginsca|iftene,ginsca|boros|iftene|trandabat|toader|corici|perez|cristea,
W01-1604,1.0,1.0,1.0,,,bosch,bosch
W10-2101,1.0,1.0,1.0,,,poornima|good,poornima|good
P03-1058,0.75,1.0,0.8571428571428571,hwee,,ng|wang|chan,hwee|ng|wang|chan
N06-2010,1.0,1.0,1.0,,,eisenstein|davis,eisenstein|davis
W10-3019,1.0,1.0,1.0,,,prabhakaran,prabhakaran
H05-1065,1.0,1.0,1.0,,,schmid,schmid
D12-1081,1.0,1.0,1.0,,,takaku|kaji|yoshinaga|toyoda,takaku|kaji|yoshinaga|toyoda
N13-3008,1.0,1.0,1.0,,,mcnamee|mayfield|finin|oates|lawrie|xu|oard,mcnamee|mayfield|finin|oates|lawrie|xu|oard
I08-1073,1.0,1.0,1.0,,,iida|mccarthy|koeling,iida|mccarthy|koeling
P87-1002,1.0,1.0,1.0,,,hinrichs,hinrichs
W10-2309,1.0,1.0,1.0,,,biemann,biemann
W06-2925,0.6666666666666666,0.6666666666666666,0.6666666666666666,,marquez,carreras|surdeanu|marquez,carreras|surdeanu|
E91-1040,-1,0.0,-1,,veronis|ide,veronis|ide,
W11-1410,1.0,0.6666666666666666,0.8,,lee,dickinson|israel|lee,dickinson|israel
S13-2029,1.0,1.0,1.0,,,lefever|hoste,lefever|hoste
