id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
W10-1815,-1,0.0,-1,,Cecilia Ovesdotter Alm,Cecilia Ovesdotter Alm,
P07-2027,-1,0.0,-1,,Surabhi Gupta|Matthew Purver|Daniel Jurafsky,Surabhi Gupta|Matthew Purver|Daniel Jurafsky,
P13-1038,-1,0.0,-1,,Yotaro Watanabe|Junta Mizuno|Naoaki Okazaki|Katsuma Narisawa|Kentaro Inui,Katsuma Narisawa|Yotaro Watanabe|Junta Mizuno|Naoaki Okazaki|Kentaro Inui,
C10-2078,-1,0.0,-1,,Linlin Li|Caroline Sporleder,Linlin Li|Caroline Sporleder,
P08-2032,0.0,0.0,0.0,Unfamiliar Word Masatoshi Tsuchiya|Shinya Hida ‡. Seiichi Nakagawa,Masatoshi Tsuchiya|Shinya Hida|Seiichi Nakagawa,Masatoshi Tsuchiya|Shinya Hida|Seiichi Nakagawa,Unfamiliar Word Masatoshi Tsuchiya|Shinya Hida ‡. Seiichi Nakagawa
J13-1007,0.5,0.5,0.5,Michael Elhadad,Michael Elhadad,Yoav Goldberg|Michael Elhadad,Yoav Goldberg|Michael Elhadad
W11-2153,0.0,0.0,0.0,Based Mt|David Mareˇcek Martin Popel,Martin Popel|David Mareček|Nathan Green|Zdeněk Žabokrtský,Martin Popel|David Mareček|Nathan Green|Zdeněk Žabokrtský,Based Mt|David Mareˇcek Martin Popel
D08-1047,-1,0.0,-1,,Naoaki Okazaki|Yoshimasa Tsuruoka|Sophia Ananiadou|Jun ichi Tsujii,Naoaki Okazaki|Yoshimasa Tsuruoka|Sophia Ananiadou|Jun ichi Tsujii,
P04-1039,-1,0.0,-1,,Mona Diab,Mona Diab,
J03-3004,0.5,0.5,0.5,Andy Way,Andy Way,Andy Way|Nano Gough,Andy Way|Nano Gough
C10-2109,-1,0.0,-1,,Kristen Parton|Kathleen R McKeown,Kristen Parton|Kathleen R McKeown,
N12-1038,-1,0.0,-1,,Martin Scaiano|Diana Inkpen,Martin Scaiano|Diana Inkpen,
P06-1091,-1,0.0,-1,,Christoph Tillmann|Tong Zhang,Christoph Tillmann|Tong Zhang,
W00-1006,-1,0.0,-1,,Holger Schauer,Holger Schauer,
W97-1409,0.0,0.0,0.0,Thomas Rist Elisabeth AndrE,Elisabeth Andre|Thomas Rist,Elisabeth Andre|Thomas Rist,Thomas Rist Elisabeth AndrE
W02-1906,-1,0.0,-1,,Fernando Llopis|Jose Luis Vicedo|Antonio Ferrandez,Fernando Llopis|Jose Luis Vicedo|Antonio Ferrandez,
D07-1063,1.0,0.6666666666666666,0.8,,Akihiro Tamura,Akihiro Tamura|Hiroya Takamura|Manabu Okumura,Hiroya Takamura|Manabu Okumura
P08-1035,-1,0.0,-1,,Tadashi Nomoto,Tadashi Nomoto,
S10-1097,-1,0.0,-1,,Alexander Pak|Patrick Paroubek,Alexander Pak|Patrick Paroubek,
P06-2041,0.0,0.0,0.0,Jens Nilsson V,Johan Hall|Joakim Nivre|Jens Nilsson,Johan Hall|Joakim Nivre|Jens Nilsson,Jens Nilsson V
C02-1066,0.0,0.0,0.0,Efrat Jaeger And Nissim Francez,Efrat Jaeger|Nissim Francez|Shuly Wintner,Efrat Jaeger|Nissim Francez|Shuly Wintner,Efrat Jaeger And Nissim Francez
E89-1007,0.0,0.0,0.0,Morphological Rules|Graeme Ritchie,Graeme D Ritchie,Graeme D Ritchie,Morphological Rules|Graeme Ritchie
W11-2037,-1,0.0,-1,,Ron Artstein,Ron Artstein,
P10-1050,0.0,0.0,0.0,Labeling Nobuhiro Kaji|Yasuhiro Fujiwara Naoki Yoshinaga,Nobuhiro Kaji|Yasuhiro Fujiwara|Naoki Yoshinaga|Masaru Kitsuregawa,Nobuhiro Kaji|Yasuhiro Fujiwara|Naoki Yoshinaga|Masaru Kitsuregawa,Labeling Nobuhiro Kaji|Yasuhiro Fujiwara Naoki Yoshinaga
W02-0708,0.42857142857142855,0.375,0.39999999999999997,Emanuele Pianta|Donna Gates Lori Levin|Dorcas Wallace|Alon Lavie Kay Peterson,Donna M Gates|Kay Peterson|Dorcas Pianta|Alon Lavie|Lori S Levin,Lori S Levin|Donna M Gates|Dorcas Pianta|Roldano Cattoni|Nadia Mana|Kay Peterson|Alon Lavie|Fabio Pianesi,Donna Gates Lori Levin|Dorcas Wallace|Alon Lavie Kay Peterson|Fabio Pianesi|Emanuele Pianta|Roldano Cattoni|Nadia Mana
P13-1083,0.0,0.0,0.0,Taro Watanabe|Manabu Okumura Hiroya Takamura,Eiichiro Sumita|Manabu Okumura|Akihiro Tamura|Hiroya Takamura|Taro Watanabe,Akihiro Tamura|Taro Watanabe|Eiichiro Sumita|Hiroya Takamura|Manabu Okumura,Taro Watanabe|Manabu Okumura Hiroya Takamura
N12-1077,-1,0.0,-1,,Wen tau Yih|Vahed Qazvinian,Wen tau Yih|Vahed Qazvinian,
W05-1202,0.0,0.0,0.0,David Weir And Bill Keller Julie Weeds,Julie Weeds|David Weir|Bill Keller,Julie Weeds|David Weir|Bill Keller,David Weir And Bill Keller Julie Weeds
W09-3415,-1,0.0,-1,,Purev Jaimai|Odbayar Chimeddorj,Purev Jaimai|Odbayar Chimeddorj,
H91-1021,0.0,0.0,0.0,Marcia Linebarger Lewis Norton|Don McKay Fritzson|And Jim Meldlnger,Lewis M Norton|Marcia C Linebarger|Deborah A Dahl|Nghi Nguyen,Lewis M Norton|Marcia C Linebarger|Deborah A Dahl|Nghi Nguyen,Marcia Linebarger Lewis Norton|Don McKay Fritzson|And Jim Meldlnger
P94-1003,0.6666666666666666,0.5,0.5714285714285715,Suresh Manandhar Chris Brew,Chris Brew|Suresh Manandhar,Claire Grover|Chris Brew|Suresh Manandhar|Marc Moens,Claire Grover|Suresh Manandhar Chris Brew|Marc Moens
W06-1515,-1,0.0,-1,,Laura Kallmeyer|Frank Richter,Laura Kallmeyer|Frank Richter,
C10-1050,0.0,0.0,0.0,Hajime Tsukada Katsuhiko Hayashi|Kevin Duh Katsuhito Sudoh,Katsuhiko Hayashi|Hajime Tsukada|Kevin Duh|Katsuhito Sudoh|Seiichi Yamamoto,Katsuhiko Hayashi|Hajime Tsukada|Katsuhito Sudoh|Kevin Duh|Seiichi Yamamoto,Hajime Tsukada Katsuhiko Hayashi|Kevin Duh Katsuhito Sudoh
P09-1025,-1,0.0,-1,,Neil McIntyre|Mirella Lapata,Neil McIntyre|Mirella Lapata,
P06-2125,-1,0.0,-1,,Jing Zhu|Jian Hua Li,Jing Zhu|Jian Hua Li,
L08-1554,-1,0.0,-1,,Cosmin Adrian Bejan|Sanda M Harabagiu,Cosmin Adrian Bejan|Sanda M Harabagiu,
W08-0125,0.0,0.0,0.0,Matthew Frampton Raquel Fern ´ Andez,Matthew Frampton|Patrick Ehlen|Stanley Peters|Raquel Fernández|Matthew Purver,Raquel Fernández|Matthew Frampton|Patrick Ehlen|Matthew Purver|Stanley Peters,Matthew Frampton Raquel Fern ´ Andez
W03-0418,-1,0.0,-1,,Dominic R Jones|Cynthia A Thompson,Dominic R Jones|Cynthia A Thompson,
I05-1049,-1,0.0,-1,,Sriram Venkatapathy|Aravind K Joshi,Sriram Venkatapathy|Aravind K Joshi,
C10-1034,0.0,0.0,0.0,Yajuan Duan *. 2. Long Jiang 2. Tao Qin|Ming Zhou 2. Heung Yeung,Ming Zhou|Heung Yeung Shum|Tao Qin|Long Jiang|Yajuan Duan,Yajuan Duan|Long Jiang|Tao Qin|Ming Zhou|Heung Yeung Shum,Yajuan Duan *. 2. Long Jiang 2. Tao Qin|Ming Zhou 2. Heung Yeung
W07-2062,-1,0.0,-1,,Daniele Pighin|Alessandro Moschitti|Roberto Basili,Daniele Pighin|Alessandro Moschitti|Roberto Basili,
L08-1229,-1,0.0,-1,,Harald Hammarström|Christina Thornell|Malin Petzell|Torbjörn Westerlund,Harald Hammarström|Christina Thornell|Malin Petzell|Torbjörn Westerlund,
D13-1035,-1,0.0,-1,,Anais Cadilhac|Nicholas Asher|Farah Benamara|Alex Lascarides,Anais Cadilhac|Nicholas Asher|Farah Benamara|Alex Lascarides,
W04-1313,-1,0.0,-1,,Aris Xanthos,Aris Xanthos,
W07-0720,0.0,0.0,0.0,Josep M Crego|Maxim Khalilov Patrik Lambert,Patrik Lambert|Josep M Crego|Josée B Mariño|Rafael E Banches|A R|Maxim Khalilov|Marta Ruiz Costa Jussà|José Fonollosa,Marta Ruiz Costa Jussà|Josep M Crego|Patrik Lambert|Maxim Khalilov|José Fonollosa|A R|Josée B Mariño|Rafael E Banches,Josep M Crego|Maxim Khalilov Patrik Lambert
P13-2013,-1,0.0,-1,,Or Biran|Kathleen McKeown,Or Biran|Kathleen McKeown,
W06-1627,0.0,0.0,0.0,Hao Zhang And Daniel Gildea,Hao Zhang|Daniel Gildea,Hao Zhang|Daniel Gildea,Hao Zhang And Daniel Gildea
W05-1302,-1,0.0,-1,,Benjamin Wellner|Jose M Castano|James Pustejovsky,Benjamin Wellner|Jose M Castano|James Pustejovsky,
W10-4332,-1,0.0,-1,,Ghislain Putois|Romain Laroche|Philippe Bretier,Ghislain Putois|Romain Laroche|Philippe Bretier,
W12-2402,0.0,0.0,0.0,William W Cohen,Dana Movshovitz Attias|William W  Cohen,Dana Movshovitz Attias|William W  Cohen,William W Cohen
W01-0714,-1,0.0,-1,,Dan Klein|Christopher D Manning,Dan Klein|Christopher D Manning,
L08-1159,-1,0.0,-1,,Laurence Devillers|Jean Claude Martin,Laurence Devillers|Jean Claude Martin,
W06-1521,-1,0.0,-1,,Sylvain Salvati,Sylvain Salvati,
W08-1605,-1,0.0,-1,,Silvia Quarteroni,Silvia Quarteroni,
C04-1196,0.0,0.0,0.0,Octav Popescu|And Kenneth Vincent Aleven,Octavian Popescu|Vincent Aleven|Kenneth Koedinger,Octavian Popescu|Vincent Aleven|Kenneth Koedinger,Octav Popescu|And Kenneth Vincent Aleven
P02-1064,-1,0.0,-1,,Manabu Sassano,Manabu Sassano,
D11-1048,0.0,0.0,0.0,Rink And Sanda Harabagiu,Bryan Rink|Sanda M Harabagiu,Bryan Rink|Sanda M Harabagiu,Rink And Sanda Harabagiu
W09-2506,1.0,0.3333333333333333,0.5,,Georgiana Dinu|Manfred Pinkal,Stefan Thater|Georgiana Dinu|Manfred Pinkal,Stefan Thater
C90-1019,0.0,0.0,0.0,Pierre Zweigenbaum And Marc Cavazza,Pierre Zweigenbaum|Marc Cavazza,Pierre Zweigenbaum|Marc Cavazza,Pierre Zweigenbaum And Marc Cavazza
S10-1050,0.0,0.0,0.0,Corpora|Yuan Chen|Zhi Min Zhou Jian Su,Man Lan|Yu Xu|Jian Su|Zhi Min Zhou|Yuan Chen,Yuan Chen|Man Lan|Jian Su|Zhi Min Zhou|Yu Xu,Corpora|Yuan Chen|Zhi Min Zhou Jian Su
W12-6209,0.0,0.0,0.0,Kenneth R Beesley,Kenneth R Beesley,Kenneth R Beesley,Kenneth R Beesley
H91-1028,-1,0.0,-1,,Christian Gagnoulet|Christel Sorin,Christian Gagnoulet|Christel Sorin,
W05-1517,0.0,0.0,0.0,John Carrolland Ted Briscoe Watson,Rebecca Watson|John Carroll|Ted Briscoe,Rebecca Watson|John Carroll|Ted Briscoe,John Carrolland Ted Briscoe Watson
E95-1031,0.0,0.0,0.0,Kong Joo Lee Cheol Jung Kweon Jungyun Seo Gil|Chang Kim,Kong Joo Lee|Cheoljung Kweon|Jungyun Seo|Gilchang Kim,Kong Joo Lee|Cheoljung Kweon|Jungyun Seo|Gilchang Kim,Kong Joo Lee Cheol Jung Kweon Jungyun Seo Gil|Chang Kim
W07-1705,-1,0.0,-1,,Malgorzata Marciniak|Agnieszka Mykowiecka,Malgorzata Marciniak|Agnieszka Mykowiecka,
P03-2031,0.0,0.0,0.0,Pinesnow@postech. Ac. Kr Gary Geunbae Lee Dept,Joohui An|Seungwoo Lee|Gary Geunbae Lee,Joohui An|Seungwoo Lee|Gary Geunbae Lee,Pinesnow@postech. Ac. Kr Gary Geunbae Lee Dept
W10-2910,-1,0.0,-1,,Richard Johansson|Alessandro Moschitti,Richard Johansson|Alessandro Moschitti,
P13-2151,-1,0.0,-1,,Robert Daland|Kie Zuraw,Robert Daland|Kie Zuraw,
S12-1087,-1,0.0,-1,,Annalina Caputo|Pierpaolo Basile|Giovanni Semeraro,Annalina Caputo|Pierpaolo Basile|Giovanni Semeraro,
W06-1504,-1,0.0,-1,,David Chiang,David Chiang,
W04-2113,-1,0.0,-1,,Michael Maxwell|William Poser,Michael Maxwell|William Poser,
P00-1065,-1,0.0,-1,,Daniel Gildea|Daniel Jurafsky,Daniel Gildea|Daniel Jurafsky,
W10-3105,-1,0.0,-1,,Veronika Vincze,Veronika Vincze,
P06-4016,0.0,0.0,0.0,Readers Eric Wehrli,Eric Wehrli,Eric Wehrli,Readers Eric Wehrli
P13-1134,-1,0.0,-1,,Silvana Hartmann|Iryna Gurevych,Silvana Hartmann|Iryna Gurevych,
W04-2807,0.0,0.0,0.0,Olga Babko -. Malaya Applications Martha Palmer,Martha Palmer|Olga Babko Malaya|Hoa Trang Dang,Martha Palmer|Olga Babko Malaya|Hoa Trang Dang,Olga Babko -. Malaya Applications Martha Palmer
W06-2911,-1,0.0,-1,,Rie Kubota Ando,Rie Kubota Ando,
H94-1068,0.25,0.2,0.22222222222222224,Recognition C Che|Q. Lin|And * David Sarnoff,B De Vries|J L Flanagan|C Che|Q Lin,C Che|Q Lin|J Pearson|B De Vries|J L Flanagan,Recognition C Che|Q. Lin|J Pearson|And * David Sarnoff
W93-0114,-1,0.0,-1,,Woojin Paik|Elizabeth D Liddy|Edmund S Yu|Mary McKenna,Woojin Paik|Elizabeth D Liddy|Edmund S Yu|Mary McKenna,
P98-2151,0.0,0.0,0.0,Annotation Katashi Nagao,Katashi Nagao|Koiti Hasida,Katashi Nagao|Koiti Hasida,Annotation Katashi Nagao
N12-2006,-1,0.0,-1,,Woodley Packard,Woodley Packard,
W09-3953,0.0,0.0,0.0,Rebecca J Passonneau,Jun Hu|Rebecca J Passonneau|Owen Rambow,Jun Hu|Rebecca J Passonneau|Owen Rambow,Rebecca J Passonneau
L08-1502,-1,0.0,-1,,Florian Schiel|Christian Heinrich|Sabine Barfüsser|Thomas Gilg,Florian Schiel|Christian Heinrich|Sabine Barfüsser|Thomas Gilg,
C00-2098,-1,0.0,-1,,Tobias Ruland,Tobias Ruland,
P11-2061,0.0,0.0,0.0,James F Allen,Naushad UzZaman|James F Allen,Naushad UzZaman|James F Allen,James F Allen
W12-1620,-1,0.0,-1,,Fabrizio Morbini|Kenji Sagae|Albert Rizzo|David DeVault|Eric Forbell|David Traum,Fabrizio Morbini|Eric Forbell|David DeVault|Kenji Sagae|David Traum|Albert Rizzo,
P12-2042,-1,0.0,-1,,Christian Chiarcos,Christian Chiarcos,
D10-1019,0.6666666666666666,0.4,0.5,Yaqian Zhou Qi Zhang,Yaqian Zhou|Xian Qian|Qi Zhang,Xian Qian|Qi Zhang|Yaqian Zhou|Xuanjing Huang|Lide Wu,Yaqian Zhou Qi Zhang|Xuanjing Huang|Lide Wu
E93-1027,-1,0.0,-1,,Masaki Kiyono|Jun ichi Tsujii,Masaki Kiyono|Jun ichi Tsujii,
W08-0707,-1,0.0,-1,,ōiwi Parker Jones,ōiwi Parker Jones,
W97-0121,0.0,0.0,0.0,Steven Finch,Andrei Mikheev,Andrei Mikheev,Steven Finch
J07-4003,0.0,0.0,0.0,Equally Expressive|Noah A Smith|Mark Johnson,Noah A Smith|Mark Johnson,Noah A Smith|Mark Johnson,Equally Expressive|Noah A Smith|Mark Johnson
W05-0807,-1,0.0,-1,,Elliott Franco Drabek|David Yarowsky,Elliott Franco Drabek|David Yarowsky,
W04-2008,0.0,0.0,0.0,Lei Shi And Rada Mihalcea,Lei Shi|Rada Mihalcea,Lei Shi|Rada Mihalcea,Lei Shi And Rada Mihalcea
P06-1013,-1,0.0,-1,,Samuel Brody|Roberto Navigli|Mirella Lapata,Samuel Brody|Roberto Navigli|Mirella Lapata,
P01-1061,-1,0.0,-1,,William Schuler,William Schuler,
N13-2004,-1,0.0,-1,,Franky Franky,Franky Franky,
E12-2014,0.6666666666666666,0.3333333333333333,0.4444444444444444,Aaron Harwood Bo Han,Shanika Karunasekera|Bo Han|Aaron Harwood|Masud Moshtaghi,Timothy Baldwin|Paul Cook|Bo Han|Aaron Harwood|Shanika Karunasekera|Masud Moshtaghi,Timothy Baldwin|Paul Cook|Aaron Harwood Bo Han
W08-0614,0.75,0.5,0.6,Susan McRoy Nadya Frid,Susan W McRoy|Aravind K Joshi|Nadezhda Frid,Hong Yu|Nadezhda Frid|Susan W McRoy|Rashmi Prasad|Alan Lee|Aravind K Joshi,Hong Yu|Susan McRoy Nadya Frid|Rashmi Prasad|Alan Lee
P12-1045,0.0,0.0,0.0,David L Chen,David Chen,David Chen,David L Chen
C08-1060,-1,0.0,-1,,Kevin Lerman|Ari Gilder|Mark Dredze|Fernando Pereira,Kevin Lerman|Ari Gilder|Mark Dredze|Fernando Pereira,
L08-1493,0.0,0.0,0.0,Maria Georgescul Nikos Tsourakis,Nikos Tsourakis|Maria Georgescul|Pierrette Bouillon|Manny Rayner,Nikos Tsourakis|Maria Georgescul|Pierrette Bouillon|Manny Rayner,Maria Georgescul Nikos Tsourakis
W10-3604,-1,0.0,-1,,Mugdha Bapat|Harshada Gune|Pushpak Bhattacharyya,Mugdha Bapat|Harshada Gune|Pushpak Bhattacharyya,
W04-1310,-1,0.0,-1,,Aarre Laakso|Linda Smith,Aarre Laakso|Linda Smith,
P12-2003,0.0,0.0,0.0,Car@ir. Hit. Edu. Cn Valentin|I Spitkovsky,Wanxiang Che|Valentin Spitkovsky|Ting Liu,Wanxiang Che|Valentin Spitkovsky|Ting Liu,Car@ir. Hit. Edu. Cn Valentin|I Spitkovsky
L08-1113,-1,0.0,-1,,Germán Sanchis|Joan Andreu Sánchez,Germán Sanchis|Joan Andreu Sánchez,
W97-0314,0.0,0.0,0.0,Gianluca De Rossi Roberto Basili,Roberto Basili|Gianluca Rossi|Maria Teresa Pazienza,Roberto Basili|Gianluca Rossi|Maria Teresa Pazienza,Gianluca De Rossi Roberto Basili
L08-1474,0.0,0.0,0.0,Todor Ganchev Theodoros Kostoulas,Theodoros Kostoulas|Todor Ganchev|Iosif Mporas|Nikos D Fakotakis,Theodoros Kostoulas|Todor Ganchev|Iosif Mporas|Nikos D Fakotakis,Todor Ganchev Theodoros Kostoulas
P13-4022,-1,0.0,-1,,Pieter Wellens|Remi Trijp|Katrien Beuls|Luc Steels,Pieter Wellens|Remi Trijp|Katrien Beuls|Luc Steels,
P12-2024,0.0,0.0,0.0,Yashar|Mehdad Matteo Negri|Marcello Federico Fondazione|Bruno Kessler,Yashar Mehdad|Matteo Negri|Marcello Federico,Yashar Mehdad|Matteo Negri|Marcello Federico,Yashar|Mehdad Matteo Negri|Marcello Federico Fondazione|Bruno Kessler
W10-1826,-1,0.0,-1,,Lars Hellan,Lars Hellan,
P83-1006,-1,0.0,-1,,Eric Mays,Eric Mays,
W05-1008,-1,0.0,-1,,Timothy Baldwin,Timothy Baldwin,
P08-3004,-1,0.0,-1,,Shasha Liao,Shasha Liao,
H01-1038,0.0,0.0,0.0,Kris Concepcion Lynette Hirschman|Keith Miller Tom McEntee|Alex Yeh George Wilson,Benjamin Wellner|Kristian Concepcion|George Wilson|Florence M Reeder|Lisa Ferro|Keith Miller|Beverly Nunam|Lynette Hirschman|Alexander S Yeh|John Griffith|John C Henderson|David S Day|Scott Mardis|Jeff Kurtz|Tom McEntee|John Delmore|Laurie E Damianos|Jay Ponte|Inderjeet Mani,Lynette Hirschman|Kristian Concepcion|Laurie E Damianos|David S Day|John Delmore|Lisa Ferro|John Griffith|John C Henderson|Jeff Kurtz|Inderjeet Mani|Scott Mardis|Tom McEntee|Keith Miller|Beverly Nunam|Jay Ponte|Florence M Reeder|Benjamin Wellner|George Wilson|Alexander S Yeh,Kris Concepcion Lynette Hirschman|Keith Miller Tom McEntee|Alex Yeh George Wilson
S13-2009,0.0,0.0,0.0,Gavin Brown Filannino,Michele Filannino|Gavin Brown|Goran Nenadic,Michele Filannino|Gavin Brown|Goran Nenadic,Gavin Brown Filannino
P03-1010,0.0,0.0,0.0,And Sentences Masao Utiyama And Hitoshi Isahara,Masao Utiyama|Hitoshi Isahara,Masao Utiyama|Hitoshi Isahara,And Sentences Masao Utiyama And Hitoshi Isahara
S13-2087,-1,0.0,-1,,Harshit Jain|Aditya Mogadala|Vasudeva Varma,Harshit Jain|Aditya Mogadala|Vasudeva Varma,
W07-1409,-1,0.0,-1,,John Thompson|Peter Clark|Philip Harrison|Jerry R Hobbs|Christiane Fellbaum|William R Murray,Peter Clark|Philip Harrison|John Thompson|William R Murray|Jerry R Hobbs|Christiane Fellbaum,
W11-0612,-1,0.0,-1,,Mattias Nilsson|Joakim Nivre,Mattias Nilsson|Joakim Nivre,
P11-2112,0.0,0.0,0.0,Learning|Hideki Isozaki Jun Suzuki,Jun Suzuki|Hideki Isozaki|Masaaki Nagata,Jun Suzuki|Hideki Isozaki|Masaaki Nagata,Learning|Hideki Isozaki Jun Suzuki
D10-1031,-1,0.0,-1,,Eduardo Blanco|Dan Moldovan,Eduardo Blanco|Dan Moldovan,
W07-0312,0.3333333333333333,0.3333333333333333,0.3333333333333333,Patrick Craven Michael Orr|Lockheed,Patrick Craven|Michael Orr,Helen Hastie|Patrick Craven|Michael Orr,Helen Hastie|Patrick Craven Michael Orr|Lockheed
S13-1020,-1,0.0,-1,,Lluís Màrquez|Horacio Rodriguez|Alberto Barrón Cedeño|Maria Fuentes|Jordi Turmo,Alberto Barrón Cedeño|Lluís Màrquez|Maria Fuentes|Horacio Rodriguez|Jordi Turmo,
W10-3216,-1,0.0,-1,,Rafiya Begum|Dipti Misra Sharma,Rafiya Begum|Dipti Misra Sharma,
J03-1006,-1,0.0,-1,,Mark Jan Nederhof,Mark Jan Nederhof,
C02-1014,0.0,0.0,0.0,Aingeru Mayor And Kepa Sarasola,Arantza Díaz de Ilarraza|Aingeru Mayor|Kepa Sarasola,Arantza Díaz de Ilarraza|Aingeru Mayor|Kepa Sarasola,Aingeru Mayor And Kepa Sarasola
N10-1144,-1,0.0,-1,,Advaith Siddharthan|Napoleon Katsos,Advaith Siddharthan|Napoleon Katsos,
W10-3803,0.0,0.0,0.0,S. M T|Jinhua Du Jie Jiang,Jie Jiang|Jinhua Du|Andy Way,Jie Jiang|Jinhua Du|Andy Way,S. M T|Jinhua Du Jie Jiang
C02-2022,-1,0.0,-1,,Lynne J Cahill|Carole Tiberius,Lynne J Cahill|Carole Tiberius,
W10-1731,-1,0.0,-1,,Francisco Zamora Martinez|Germán Sanchis,Francisco Zamora Martinez|Germán Sanchis,
P01-1031,-1,0.0,-1,,Jonathan Ginzburg|Robin Cooper,Jonathan Ginzburg|Robin Cooper,
P10-2014,-1,0.0,-1,,Yoshihide Kato|Shigeki Matsubara,Yoshihide Kato|Shigeki Matsubara,
S12-1007,-1,0.0,-1,,Sophia Katrenko,Sophia Katrenko,
D13-1194,-1,0.0,-1,,Wiltrud Kessler|Jonas Kuhn,Wiltrud Kessler|Jonas Kuhn,
D09-1002,-1,0.0,-1,,Hagen Fürstenau|Mirella Lapata,Hagen Fürstenau|Mirella Lapata,
H91-1017,-1,0.0,-1,,Sheryl R Young,Sheryl R Young,
P11-4012,0.0,0.0,0.0,Learning Daniel Ortiz -. Mart Inez|Luis A Leiva|Ismael Garc ´. Ia -. Varea Vicent Alabau|Francisco Casacuberta Iti,Daniel Ortiz Martínez|Ismael García Varea|Francisco Casacuberta|Luis A Leiva|Vicent Alabau,Daniel Ortiz Martínez|Luis A Leiva|Vicent Alabau|Ismael García Varea|Francisco Casacuberta,Learning Daniel Ortiz -. Mart Inez|Luis A Leiva|Ismael Garc ´. Ia -. Varea Vicent Alabau|Francisco Casacuberta Iti
P10-1005,0.0,0.0,0.0,Noun|Phrases Nils Reiter And Anette Frank Department,Nils Reiter|Anette Frank,Nils Reiter|Anette Frank,Noun|Phrases Nils Reiter And Anette Frank Department
W09-1602,0.0,0.0,0.0,Xiaodan Zhuang #. Jui Ting Huang #. Mark Hasegawa,Xiaodan Zhuang|Jui Ting Huang|Mark Hasegawa Johnson,Xiaodan Zhuang|Jui Ting Huang|Mark Hasegawa Johnson,Xiaodan Zhuang #. Jui Ting Huang #. Mark Hasegawa
P07-1085,0.0,0.0,0.0,Feifan Liu And Yang Liu,Feifan Liu|Yang Liu,Feifan Liu|Yang Liu,Feifan Liu And Yang Liu
